SchoolName,SchoolYear,Total # total  students #,Total # total of Students %,Total # of students FT #,Total # of students FT %,Total # of students PT #,Total # of students PT %,Total  # receiving grants total #,Total # receiving grants total %,Total # receiving grants FT #,Total # receiving grants FT %,Total # receiving grants PT #,Total # receiving grants PT %,Less than half tuition total #,Less than half tuition total %,Less than half tuition FT #,Less than half tuition FT %,Less than half tuition PT #,Less than half tuition PT %,Half to full tuition total #,Half to full tuition total %,half to full tuition FT #,half to full tuition FT %,half to full tuition PT #,half to full tuition PT %,Full tuition total #,Full tuition total %,Full tuition FT #,Full tuition FT %,Full tuition PT #,Full tuition PT %,More than full tuition total #,More than full tuition total %,More than full tuition FT #,More than full tuition FT %,More than full tuition PT #,More than full tuition PT %,FT 75th percentile grant amount,FT 50th percentile grant amount,FT 25th percentile grant amount,PT 75th percentile grant amount,PT 50th percentile grant amount,PT 25th percentile grant amount,Total Number # of Students Total #,Total Percentage # of Students Total %,Total Number # of Students FT #,Total Percentage # of Students FT %,Total Number # of Students PT #,Total Percentage # of Students PT %,Total Number # of Recieving Grants Total #,Total Percentage # of Recieving Grants Total %,Total Number # of Recieving Grants FT #,Total Percentage # of Recieving Grants FT %,Total Number # of Recieving Grants PT #,Total Percentage # of Recieving Grants PT %,Less than half tuition Total Number #,Less than half tuition Total Percentage %,Less than half tuition FT Number #,Less than half tuition FT Percentage %,Less than half tuition PT Number #,Less than half tuition PT Percentage %,Half to full tuition total Number #,Half to full tuition total Percentage %,Half to full tuition FT Number #,Half to full tuition FT Percentage %,Half to full tuition PT Number #,Half to full tuition PT Percentage %,Full tuition total Number #,Full tuition total Percentage %,Full tuition FT Number #,Full tuition FT Percentage %,Full tuition PT Number #,Full tuition PT Percentage %,More than full tuition total Number #,More than full tuition total Percentage %,More than full tuition FT Number #,More than full tuition FT Percentage %,More than full tuition PT Number #,More than full tuition PT Percentage %
"District of Columbia, University of",2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,436","$9,260","$6,218","$6,941","$5,547","$3,471",261.0,100.0,163.0,62.0,98.0,38.0,188.0,72.0,116.0,71.0,72.0,73.0,94.0,36.0,53.0,33.0,41.0,42.0,85.0,33.0,54.0,33.0,31.0,32.0,9.0,3.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drake University,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$36,000","$30,000","$22,000",$0,$0,$0,329.0,100.0,329.0,100.0,0.0,0.0,280.0,85.0,280.0,85.0,0.0,,83.0,25.0,83.0,25.0,0.0,,164.0,50.0,164.0,50.0,0.0,,21.0,6.0,21.0,6.0,0.0,,12.0,4.0,12.0,4.0,0.0,
Drexel University,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$52,800","$34,000","$12,286",$0,$0,$0,426.0,100.0,426.0,100.0,0.0,0.0,318.0,75.0,318.0,75.0,0.0,,134.0,31.0,134.0,31.0,0.0,,163.0,38.0,163.0,38.0,0.0,,1.0,0.0,1.0,0.0,0.0,,20.0,5.0,20.0,5.0,0.0,
Duke University,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$38,000","$32,000","$25,000",$0,$0,$0,752.0,100.0,752.0,100.0,0.0,0.0,708.0,94.0,708.0,94.0,0.0,,512.0,68.0,512.0,68.0,0.0,,191.0,25.0,191.0,25.0,0.0,,5.0,1.0,5.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,
Duquesne University,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$42,000","$30,000","$20,000","$20,000","$15,000","$10,000",509.0,100.0,408.0,80.0,101.0,20.0,479.0,94.0,396.0,97.0,83.0,82.0,246.0,48.0,181.0,44.0,65.0,64.0,143.0,28.0,128.0,31.0,15.0,15.0,82.0,16.0,79.0,19.0,3.0,3.0,8.0,2.0,8.0,2.0,0.0,0.0
Elon University,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$32,143","$21,429","$10,714",$0,$0,$0,445.0,100.0,445.0,100.0,0.0,0.0,392.0,88.0,392.0,88.0,0.0,,165.0,37.0,165.0,37.0,0.0,,201.0,45.0,201.0,45.0,0.0,,14.0,3.0,14.0,3.0,0.0,,12.0,3.0,12.0,3.0,0.0,
Emory University,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$44,500","$36,000","$28,000",$0,$0,$0,799.0,100.0,799.0,100.0,0.0,0.0,784.0,98.0,784.0,98.0,0.0,,337.0,42.0,337.0,42.0,0.0,,437.0,55.0,437.0,55.0,0.0,,0.0,0.0,0.0,0.0,0.0,,10.0,1.0,10.0,1.0,0.0,
Faulkner University,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$23,940","$9,044","$3,591",$0,$0,$0,324.0,100.0,324.0,100.0,0.0,0.0,238.0,73.0,238.0,73.0,0.0,,137.0,42.0,137.0,42.0,0.0,,85.0,26.0,85.0,26.0,0.0,,16.0,5.0,16.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0,
Florida A&M University,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,000","$8,000","$6,000","$9,667","$6,000","$3,000",347.0,100.0,290.0,84.0,57.0,16.0,127.0,37.0,105.0,36.0,22.0,39.0,37.0,11.0,30.0,10.0,7.0,12.0,64.0,18.0,56.0,19.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,7.0,19.0,7.0,7.0,12.0
Florida International University,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,746","$15,000","$7,000","$11,885","$6,857","$2,458",545.0,100.0,441.0,81.0,104.0,19.0,315.0,58.0,283.0,64.0,32.0,31.0,148.0,27.0,128.0,29.0,20.0,19.0,69.0,13.0,62.0,14.0,7.0,7.0,53.0,10.0,49.0,11.0,4.0,4.0,45.0,8.0,44.0,10.0,1.0,1.0
Florida State University,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,840","$15,000","$5,160",$0,$0,$0,457.0,100.0,457.0,100.0,0.0,0.0,350.0,77.0,350.0,77.0,0.0,,15.0,3.0,15.0,3.0,0.0,,142.0,31.0,142.0,31.0,0.0,,126.0,28.0,126.0,28.0,0.0,,61.0,13.0,61.0,13.0,0.0,
"Florida, University of",2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$38,040","$21,804","$8,000",$0,$0,$0,664.0,100.0,664.0,100.0,0.0,0.0,590.0,89.0,590.0,89.0,0.0,,206.0,31.0,206.0,31.0,0.0,,96.0,14.0,96.0,14.0,0.0,,114.0,17.0,114.0,17.0,0.0,,174.0,26.0,174.0,26.0,0.0,
Fordham University,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$40,500","$35,000","$25,000","$30,000","$20,000","$10,000",1357.0,100.0,1161.0,86.0,196.0,14.0,1186.0,87.0,1045.0,90.0,141.0,72.0,697.0,51.0,598.0,52.0,99.0,51.0,489.0,36.0,447.0,39.0,42.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George Mason University,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$30,000","$20,000","$13,000","$13,857","$10,000","$6,054",546.0,100.0,431.0,79.0,115.0,21.0,464.0,85.0,363.0,84.0,101.0,88.0,158.0,29.0,119.0,28.0,39.0,34.0,259.0,47.0,211.0,49.0,48.0,42.0,47.0,9.0,32.0,7.0,15.0,13.0,2.0,0.0,2.0,0.0,0.0,0.0
"George Washington University, The",2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$35,000","$25,000","$20,000","$22,000","$15,000","$10,200",1533.0,100.0,1414.0,92.0,119.0,8.0,1220.0,80.0,1142.0,81.0,78.0,66.0,907.0,59.0,838.0,59.0,69.0,58.0,286.0,19.0,277.0,20.0,9.0,8.0,33.0,2.0,28.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgetown University,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$50,000","$37,500","$25,000","$30,000","$22,500","$16,500",2080.0,100.0,1911.0,92.0,169.0,8.0,1313.0,63.0,1228.0,64.0,85.0,50.0,668.0,32.0,616.0,32.0,52.0,31.0,574.0,28.0,550.0,29.0,24.0,14.0,49.0,2.0,42.0,2.0,7.0,4.0,22.0,1.0,20.0,1.0,2.0,1.0
Georgia State University,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,125","$7,840","$2,669","$9,232","$6,310","$2,721",631.0,100.0,484.0,77.0,147.0,23.0,288.0,46.0,259.0,54.0,29.0,20.0,97.0,15.0,84.0,17.0,13.0,9.0,104.0,16.0,93.0,19.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,14.0,82.0,17.0,5.0,3.0
"Georgia, University of",2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,194","$12,938","$5,200",$0,$0,$0,530.0,100.0,530.0,100.0,0.0,0.0,452.0,85.0,452.0,85.0,0.0,,161.0,30.0,161.0,30.0,0.0,,112.0,21.0,112.0,21.0,0.0,,79.0,15.0,79.0,15.0,0.0,,100.0,19.0,100.0,19.0,0.0,
Gonzaga University,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$33,000","$31,000","$25,125",$0,$0,$0,562.0,100.0,562.0,100.0,0.0,0.0,550.0,98.0,550.0,98.0,0.0,,193.0,34.0,193.0,34.0,0.0,,347.0,62.0,347.0,62.0,0.0,,10.0,2.0,10.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,
Harvard University,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$40,539","$26,004","$7,810",$0,$0,$0,1797.0,100.0,1797.0,100.0,0.0,0.0,807.0,45.0,807.0,45.0,0.0,,560.0,31.0,560.0,31.0,0.0,,242.0,13.0,242.0,13.0,0.0,,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,5.0,0.0,0.0,
"Hawaii, University of",2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,000","$6,000","$5,000","$10,000","$5,000","$4,000",304.0,100.0,227.0,75.0,77.0,25.0,214.0,70.0,178.0,78.0,36.0,47.0,172.0,57.0,143.0,63.0,29.0,38.0,38.0,13.0,32.0,14.0,6.0,8.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0
Hofstra University,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$68,860","$35,000","$15,000","$33,750","$17,500","$5,625",832.0,100.0,792.0,95.0,40.0,5.0,703.0,84.0,678.0,86.0,25.0,63.0,331.0,40.0,312.0,39.0,19.0,48.0,149.0,18.0,147.0,19.0,2.0,5.0,223.0,27.0,219.0,28.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
"Houston, University of",2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,500","$11,500","$4,905","$17,000","$10,000","$5,000",794.0,100.0,706.0,89.0,88.0,11.0,568.0,72.0,538.0,76.0,30.0,34.0,434.0,55.0,414.0,59.0,20.0,23.0,106.0,13.0,98.0,14.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,4.0,26.0,4.0,2.0,2.0
Howard University,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$30,069","$15,550","$6,864",$0,$0,$0,484.0,100.0,484.0,100.0,0.0,0.0,245.0,51.0,245.0,51.0,0.0,,155.0,32.0,155.0,32.0,0.0,,75.0,15.0,75.0,15.0,0.0,,0.0,0.0,0.0,0.0,0.0,,15.0,3.0,15.0,3.0,0.0,
"Idaho, University of",2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,000","$7,000","$5,000",$0,$0,$0,422.0,100.0,422.0,100.0,0.0,0.0,193.0,46.0,193.0,46.0,0.0,,168.0,40.0,168.0,40.0,0.0,,20.0,5.0,20.0,5.0,0.0,,4.0,1.0,4.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.0,
"Illinois, University of",2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$45,000","$36,200","$22,500",$0,$0,$0,519.0,100.0,519.0,100.0,0.0,0.0,505.0,97.0,505.0,97.0,0.0,,129.0,25.0,129.0,25.0,0.0,,364.0,70.0,364.0,70.0,0.0,,0.0,0.0,0.0,0.0,0.0,,12.0,2.0,12.0,2.0,0.0,
"Illinois-Chicago, University of",2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$33,750","$22,900","$9,000","$21,600","$15,600","$6,600",1020.0,100.0,841.0,82.0,179.0,18.0,609.0,60.0,508.0,60.0,101.0,56.0,259.0,25.0,226.0,27.0,33.0,18.0,336.0,33.0,269.0,32.0,67.0,37.0,6.0,1.0,5.0,1.0,1.0,1.0,8.0,1.0,8.0,1.0,0.0,0.0
Indiana University-Bloomington,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$50,000","$36,483","$20,661",$0,$0,$0,529.0,100.0,529.0,100.0,0.0,0.0,522.0,99.0,522.0,99.0,0.0,,133.0,25.0,133.0,25.0,0.0,,331.0,63.0,331.0,63.0,0.0,,0.0,0.0,0.0,0.0,0.0,,58.0,11.0,58.0,11.0,0.0,
Indiana University-Indianapolis,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$28,391","$15,000","$5,000","$12,728","$5,500","$2,500",726.0,100.0,542.0,75.0,184.0,25.0,562.0,77.0,419.0,77.0,143.0,78.0,509.0,70.0,333.0,61.0,176.0,96.0,197.0,27.0,154.0,28.0,43.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,6.0,44.0,8.0,2.0,1.0
Inter American University of Puerto Rico,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,182","$2,788","$1,394","$3,862","$2,575","$1,287",663.0,100.0,365.0,55.0,298.0,45.0,50.0,8.0,22.0,6.0,28.0,9.0,26.0,4.0,14.0,4.0,12.0,4.0,4.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,19.0,3.0,5.0,1.0,14.0,5.0
"Iowa, University of",2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$31,426","$29,027","$15,803",$0,$0,$0,491.0,100.0,491.0,100.0,0.0,0.0,364.0,74.0,364.0,74.0,0.0,,97.0,20.0,97.0,20.0,0.0,,140.0,29.0,140.0,29.0,0.0,,93.0,19.0,93.0,19.0,0.0,,34.0,7.0,34.0,7.0,0.0,
Jacksonville University,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$22,000","$18,000","$14,400",$0,$0,$0,40.0,100.0,40.0,100.0,0.0,0.0,40.0,100.0,40.0,100.0,0.0,,23.0,58.0,23.0,58.0,0.0,,17.0,43.0,17.0,43.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
"Kansas, The University of",2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,192","$15,000","$6,436",$0,$0,$0,362.0,100.0,362.0,100.0,0.0,0.0,309.0,85.0,309.0,85.0,0.0,,150.0,41.0,150.0,41.0,0.0,,28.0,8.0,28.0,8.0,0.0,,78.0,22.0,78.0,22.0,0.0,,53.0,15.0,53.0,15.0,0.0,
"Kentucky, University of",2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,000","$12,000","$7,000",$0,$0,$0,410.0,100.0,410.0,100.0,0.0,0.0,404.0,99.0,404.0,99.0,0.0,,292.0,71.0,292.0,71.0,0.0,,93.0,23.0,93.0,23.0,0.0,,0.0,0.0,0.0,0.0,0.0,,19.0,5.0,19.0,5.0,0.0,
Lewis & Clark Law School,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$34,000","$26,000","$19,000","$26,382","$19,950","$11,094",533.0,100.0,405.0,76.0,128.0,24.0,511.0,96.0,391.0,97.0,120.0,94.0,276.0,52.0,213.0,53.0,63.0,49.0,233.0,44.0,176.0,43.0,57.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
Liberty University,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$32,000","$24,000","$18,000",$0,$0,$0,322.0,100.0,322.0,100.0,0.0,0.0,322.0,100.0,322.0,100.0,0.0,,126.0,39.0,126.0,39.0,0.0,,196.0,61.0,196.0,61.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
Lincoln Memorial University,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$30,400","$25,900","$15,941","$17,194","$15,167","$14,473",374.0,100.0,351.0,94.0,23.0,6.0,369.0,99.0,346.0,99.0,23.0,100.0,138.0,37.0,120.0,34.0,18.0,78.0,216.0,58.0,212.0,60.0,4.0,17.0,2.0,1.0,1.0,0.0,1.0,4.0,13.0,3.0,13.0,4.0,0.0,0.0
Louisiana State University,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,750","$14,497","$8,000",$0,$0,$0,614.0,100.0,614.0,100.0,0.0,0.0,530.0,86.0,530.0,86.0,0.0,,253.0,41.0,253.0,41.0,0.0,,266.0,43.0,266.0,43.0,0.0,,11.0,2.0,11.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,
"Louisville, University of",2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$22,000","$16,000","$8,000",$0,$0,$0,373.0,100.0,373.0,100.0,0.0,0.0,252.0,68.0,252.0,68.0,0.0,,116.0,31.0,116.0,31.0,0.0,,135.0,36.0,135.0,36.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,
Loyola Marymount University-Los Angeles,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$50,000","$44,000","$32,000","$38,000","$34,000","$25,000",1015.0,100.0,826.0,81.0,189.0,19.0,609.0,60.0,518.0,63.0,91.0,48.0,146.0,14.0,130.0,16.0,16.0,8.0,445.0,44.0,378.0,46.0,67.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,10.0,1.0,8.0,4.0
Loyola University-Chicago,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$35,000","$30,000","$25,000","$25,000","$23,000","$18,000",921.0,100.0,773.0,84.0,148.0,16.0,860.0,93.0,736.0,95.0,124.0,84.0,300.0,33.0,254.0,33.0,46.0,31.0,557.0,60.0,480.0,62.0,77.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
Loyola University-New Orleans,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$35,000","$28,000","$19,500","$20,725","$12,000","$8,220",600.0,100.0,534.0,89.0,66.0,11.0,479.0,80.0,414.0,78.0,65.0,98.0,198.0,33.0,170.0,32.0,28.0,42.0,238.0,40.0,221.0,41.0,17.0,26.0,23.0,4.0,23.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Maine, University of",2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$36,000","$23,190","$14,783",$0,$0,$0,262.0,100.0,262.0,100.0,0.0,0.0,184.0,70.0,184.0,70.0,0.0,,40.0,15.0,40.0,15.0,0.0,,87.0,33.0,87.0,33.0,0.0,,53.0,20.0,53.0,20.0,0.0,,4.0,2.0,4.0,2.0,0.0,
Marquette University,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$29,000","$23,000","$16,000","$15,875","$9,500","$6,750",593.0,100.0,563.0,95.0,30.0,5.0,519.0,88.0,497.0,88.0,22.0,73.0,283.0,48.0,263.0,47.0,20.0,67.0,232.0,39.0,230.0,41.0,2.0,7.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Maryland, University of",2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$40,000","$26,855","$13,079","$16,625","$9,185","$4,375",697.0,100.0,594.0,85.0,103.0,15.0,598.0,86.0,521.0,88.0,77.0,75.0,270.0,39.0,219.0,37.0,51.0,50.0,308.0,44.0,284.0,48.0,24.0,23.0,2.0,0.0,2.0,0.0,0.0,0.0,18.0,3.0,16.0,3.0,2.0,2.0
"Massachusetts/Dartmouth, University of",2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,124","$15,000","$8,000","$13,452","$10,000","$5,000",354.0,100.0,281.0,79.0,73.0,21.0,296.0,84.0,235.0,84.0,61.0,84.0,217.0,61.0,168.0,60.0,49.0,67.0,72.0,20.0,62.0,22.0,10.0,14.0,6.0,2.0,4.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0
"Memphis, The University of",2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,000","$10,000","$4,803",$0,$0,$0,283.0,100.0,283.0,100.0,0.0,0.0,143.0,51.0,143.0,51.0,0.0,,78.0,28.0,78.0,28.0,0.0,,49.0,17.0,49.0,17.0,0.0,,13.0,5.0,13.0,5.0,0.0,,3.0,1.0,3.0,1.0,0.0,
Mercer University,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,000","$17,000","$8,000",$0,$0,$0,399.0,100.0,399.0,100.0,0.0,0.0,364.0,91.0,364.0,91.0,0.0,,230.0,58.0,230.0,58.0,0.0,,122.0,31.0,122.0,31.0,0.0,,0.0,0.0,0.0,0.0,0.0,,12.0,3.0,12.0,3.0,0.0,
"Miami, University of",2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$52,000","$45,000","$36,000",$0,$0,$0,1158.0,100.0,1158.0,100.0,0.0,0.0,758.0,65.0,758.0,65.0,0.0,,134.0,12.0,134.0,12.0,0.0,,623.0,54.0,623.0,54.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,
Michigan State University,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$41,040","$40,000","$30,000",$0,$0,$0,639.0,100.0,639.0,100.0,0.0,0.0,639.0,100.0,639.0,100.0,0.0,,103.0,16.0,103.0,16.0,0.0,,284.0,44.0,284.0,44.0,0.0,,250.0,39.0,250.0,39.0,0.0,,2.0,0.0,2.0,0.0,0.0,
"Michigan, University of",2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$40,000","$30,000","$20,000",$0,$0,$0,978.0,100.0,978.0,100.0,0.0,0.0,842.0,86.0,842.0,86.0,0.0,,523.0,53.0,523.0,53.0,0.0,,293.0,30.0,293.0,30.0,0.0,,12.0,1.0,12.0,1.0,0.0,,14.0,1.0,14.0,1.0,0.0,
"Minnesota, University of",2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$46,656","$30,000","$15,000",$0,$0,$0,675.0,100.0,675.0,100.0,0.0,0.0,630.0,93.0,630.0,93.0,0.0,,253.0,37.0,253.0,37.0,0.0,,370.0,55.0,370.0,55.0,0.0,,7.0,1.0,7.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,
Mississippi College,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$31,500","$21,000","$13,000",$0,$0,$0,362.0,100.0,362.0,100.0,0.0,0.0,235.0,65.0,235.0,65.0,0.0,,108.0,30.0,108.0,30.0,0.0,,87.0,24.0,87.0,24.0,0.0,,40.0,11.0,40.0,11.0,0.0,,0.0,0.0,0.0,0.0,0.0,
"Mississippi, The University of",2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,500","$5,000","$2,500",$0,$0,$0,538.0,100.0,538.0,100.0,0.0,0.0,457.0,85.0,457.0,85.0,0.0,,236.0,44.0,236.0,44.0,0.0,,193.0,36.0,193.0,36.0,0.0,,13.0,2.0,13.0,2.0,0.0,,14.0,3.0,14.0,3.0,0.0,
"Missouri, University of",2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,000","$23,000","$12,000",$0,$0,$0,383.0,100.0,383.0,100.0,0.0,0.0,288.0,75.0,288.0,75.0,0.0,,80.0,21.0,80.0,21.0,0.0,,84.0,22.0,84.0,22.0,0.0,,7.0,2.0,7.0,2.0,0.0,,117.0,31.0,117.0,31.0,0.0,
"Missouri-Kansas City, University of",2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,500","$7,200","$4,000",$0,$0,$0,449.0,100.0,449.0,100.0,0.0,0.0,377.0,84.0,377.0,84.0,0.0,,304.0,68.0,304.0,68.0,0.0,,57.0,13.0,57.0,13.0,0.0,,0.0,0.0,0.0,0.0,0.0,,16.0,4.0,16.0,4.0,0.0,
Mitchell/Hamline School of Law,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$43,877","$33,553","$20,568","$24,363","$14,912","$9,320",1199.0,100.0,350.0,29.0,849.0,71.0,1204.0,100.0,362.0,103.0,842.0,99.0,647.0,54.0,103.0,29.0,544.0,64.0,486.0,41.0,212.0,61.0,274.0,32.0,71.0,6.0,47.0,13.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
"Montana, University of",2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,439","$7,000","$4,065",$0,$0,$0,264.0,100.0,264.0,100.0,0.0,0.0,232.0,88.0,232.0,88.0,0.0,,186.0,70.0,186.0,70.0,0.0,,33.0,13.0,33.0,13.0,0.0,,0.0,0.0,0.0,0.0,0.0,,13.0,5.0,13.0,5.0,0.0,
"Nebraska, University of",2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$30,000","$16,502","$10,000",$0,$0,$0,454.0,100.0,454.0,100.0,0.0,0.0,383.0,84.0,383.0,84.0,0.0,,51.0,11.0,51.0,11.0,0.0,,280.0,62.0,280.0,62.0,0.0,,52.0,11.0,52.0,11.0,0.0,,0.0,0.0,0.0,0.0,0.0,
"Nevada-Las Vegas, University of",2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$42,000","$28,000","$18,666","$20,750","$14,000","$10,500",438.0,100.0,378.0,86.0,60.0,14.0,317.0,72.0,295.0,78.0,22.0,37.0,147.0,34.0,130.0,34.0,17.0,28.0,93.0,21.0,91.0,24.0,2.0,3.0,41.0,9.0,40.0,11.0,1.0,2.0,35.0,8.0,34.0,9.0,1.0,2.0
New England Law/Boston,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$57,048","$40,000","$20,000","$42,784","$26,316","$16,639",1082.0,100.0,833.0,77.0,249.0,23.0,948.0,88.0,739.0,89.0,209.0,84.0,340.0,31.0,260.0,31.0,80.0,32.0,230.0,21.0,172.0,21.0,58.0,23.0,376.0,35.0,306.0,37.0,70.0,28.0,2.0,0.0,1.0,0.0,1.0,0.0
